time,v,w,noise
1.048900024414062500e+03,8.177932351827621460e-02,-2.880292711779475212e-03,1.313838083297014236e-02
1.049000000000000000e+03,7.840835303068161011e-02,-2.836522646248340607e-03,-3.897636197507381439e-03
1.049099975585937500e+03,8.291501551866531372e-02,-2.794482046738266945e-03,4.017728380858898163e-03
1.049199951171875000e+03,8.387175947427749634e-02,-2.750230021774768829e-03,4.270097124390304089e-04
1.049300048828125000e+03,7.342875003814697266e-02,-2.705544000491499901e-03,-1.097829453647136688e-02
1.049400024414062500e+03,7.209908962249755859e-02,-2.666124142706394196e-03,-1.759617589414119720e-03
1.049500000000000000e+03,7.808712124824523926e-02,-2.627408364787697792e-03,5.573576781898736954e-03
1.049599975585937500e+03,7.381784915924072266e-02,-2.585737500339746475e-03,-4.734207410365343094e-03
1.049699951171875000e+03,7.115752995014190674e-02,-2.546242903918027878e-03,-3.081733128055930138e-03
1.049800048828125000e+03,6.990729272365570068e-02,-2.508117817342281342e-03,-1.644702395424246788e-03
1.049900024414062500e+03,9.031926840543746948e-02,-2.470656065270304680e-03,2.003172598779201508e-02
1.050000000000000000e+03,7.349828630685806274e-02,-2.423025667667388916e-03,-1.739931665360927582e-02
1.050099975585937500e+03,7.865960896015167236e-02,-2.383853541687130928e-03,4.759006202220916748e-03
1.050199951171875000e+03,7.670231163501739502e-02,-2.342139836400747299e-03,-2.403385471552610397e-03
1.050300048828125000e+03,7.104784250259399414e-02,-2.301446627825498581e-03,-6.077785976231098175e-03
1.050400024414062500e+03,6.878074258565902710e-02,-2.263621194288134575e-03,-2.636160468682646751e-03
1.050500000000000000e+03,7.545868307352066040e-02,-2.226967131718993187e-03,6.331286858767271042e-03
1.050599975585937500e+03,8.273242413997650146e-02,-2.187010832130908966e-03,6.873434409499168396e-03
1.050699951171875000e+03,8.496423810720443726e-02,-2.143457531929016113e-03,1.764713320881128311e-03
1.050800048828125000e+03,9.581706672906875610e-02,-2.098832046613097191e-03,1.036665402352809906e-02
1.050900024414062500e+03,1.084610968828201294e-01,-2.048824680969119072e-03,1.203720644116401672e-02
1.051000000000000000e+03,1.169761046767234802e-01,-1.992545323446393013e-03,7.744822185486555099e-03
1.051099975585937500e+03,1.126855388283729553e-01,-1.932064769789576530e-03,-5.181636661291122437e-03
1.051199951171875000e+03,1.181962043046951294e-01,-1.873789937235414982e-03,4.690684378147125244e-03
1.051300048828125000e+03,1.238301992416381836e-01,-1.812817994505167007e-03,4.735833499580621719e-03
1.051400024414062500e+03,1.170747503638267517e-01,-1.749090035445988178e-03,-7.737759035080671310e-03
1.051500000000000000e+03,1.030539944767951965e-01,-1.688803546130657196e-03,-1.488900464028120041e-02
1.051599975585937500e+03,8.452353626489639282e-02,-1.635587774217128754e-03,-1.918973401188850403e-02
1.051699951171875000e+03,8.561694622039794922e-02,-1.591690466739237309e-03,6.627073744311928749e-04
1.051800048828125000e+03,8.888240158557891846e-02,-1.547290245071053505e-03,2.827452961355447769e-03
1.051900024414062500e+03,7.814064621925354004e-02,-1.501301769167184830e-03,-1.121136453002691269e-02
1.052000000000000000e+03,8.841702342033386230e-02,-1.460730098187923431e-03,9.923534467816352844e-03
1.052099975585937500e+03,9.031680226325988770e-02,-1.415060833096504211e-03,1.444068155251443386e-03
1.052199951171875000e+03,1.035915836691856384e-01,-1.368487370200455189e-03,1.280203182250261307e-02
1.052300048828125000e+03,1.077412962913513184e-01,-1.315323053859174252e-03,3.515211865305900574e-03
1.052400024414062500e+03,9.831178188323974609e-02,-1.260137069039046764e-03,-1.011612825095653534e-02
1.052500000000000000e+03,1.032136976718902588e-01,-1.209721085615456104e-03,4.347637295722961426e-03
1.052599975585937500e+03,1.101844459772109985e-01,-1.156904501840472221e-03,6.357228383421897888e-03
1.052699951171875000e+03,1.056949943304061890e-01,-1.100655412301421165e-03,-5.195213481783866882e-03
1.052800048828125000e+03,9.265061467885971069e-02,-1.046707271598279476e-03,-1.368089579045772552e-02
1.052900024414062500e+03,9.406532347202301025e-02,-9.993351995944976807e-04,9.514919947832822800e-04
1.053000000000000000e+03,8.504592627286911011e-02,-9.513032273389399052e-04,-9.494845755398273468e-03
1.053099975585937500e+03,9.604743123054504395e-02,-9.078289731405675411e-04,1.063367445021867752e-02
1.053199951171875000e+03,9.267519414424896240e-02,-8.588974014855921268e-04,-3.862817073240876198e-03
1.053300048828125000e+03,1.094809249043464661e-01,-8.117008837871253490e-04,1.636100187897682190e-02
1.053400024414062500e+03,8.999046683311462402e-02,-7.561487145721912384e-04,-2.015153877437114716e-02
1.053500000000000000e+03,9.167235344648361206e-02,-7.103973184712231159e-04,1.278783427551388741e-03
1.053599975585937500e+03,1.056508049368858337e-01,-6.638507475145161152e-04,1.356040965765714645e-02
1.053699951171875000e+03,9.779685735702514648e-02,-6.103615160100162029e-04,-8.446168154478073120e-03
1.053800048828125000e+03,9.676930308341979980e-02,-5.608526989817619324e-04,-1.510312664322555065e-03
1.053900024414062500e+03,9.341064095497131348e-02,-5.119072156958281994e-04,-3.823532490059733391e-03
1.054000000000000000e+03,8.734266459941864014e-02,-4.646899760700762272e-04,-6.486789323389530182e-03
1.054099975585937500e+03,9.000749886035919189e-02,-4.205539589747786522e-04,2.320694038644433022e-03
1.054199951171875000e+03,7.808779180049896240e-02,-3.751296608243137598e-04,-1.228944864124059677e-02
1.054300048828125000e+03,7.727476954460144043e-02,-3.357106470502912998e-04,-1.052742241881787777e-03
1.054400024414062500e+03,8.239796757698059082e-02,-2.967375621665269136e-04,4.895151127129793167e-03
1.054500000000000000e+03,8.063203841447830200e-02,-2.552418445702642202e-04,-2.040558028966188431e-03
1.054599975585937500e+03,7.139586657285690308e-02,-2.146705810446292162e-04,-9.488769806921482086e-03
1.054699951171875000e+03,8.133238554000854492e-02,-1.787579822121188045e-04,9.773196652531623840e-03
1.054800048828125000e+03,8.851219713687896729e-02,-1.379130262648686767e-04,6.927825976163148880e-03
1.054900024414062500e+03,7.895912975072860718e-02,-9.351901826448738575e-05,-9.877569042146205902e-03
1.055000000000000000e+03,6.690210103988647461e-02,-5.394593608798459172e-05,-1.227698195725679398e-02
1.055099975585937500e+03,5.798226222395896912e-02,-2.044093889708165079e-05,-9.030748158693313599e-03
1.055199951171875000e+03,6.320082396268844604e-02,8.570633326598908752e-06,5.172915291041135788e-03
1.055300048828125000e+03,6.589243561029434204e-02,4.016247476101852953e-05,2.614313969388604164e-03
1.055400024414062500e+03,7.348161935806274414e-02,7.306852785404771566e-05,7.495382800698280334e-03
1.055500000000000000e+03,7.054004818201065063e-02,1.097362692235037684e-04,-3.094132756814360619e-03
1.055599975585937500e+03,6.189094483852386475e-02,1.448965631425380707e-04,-8.772798813879489899e-03
1.055699951171875000e+03,7.066243886947631836e-02,1.756971323629841208e-04,8.716942742466926575e-03
1.055800048828125000e+03,6.553008407354354858e-02,2.108526532538235188e-04,-5.250473506748676300e-03
1.055900024414062500e+03,6.737384945154190063e-02,2.434068446746096015e-04,1.769750262610614300e-03
1.056000000000000000e+03,5.275479704141616821e-02,2.768503618426620960e-04,-1.470387820154428482e-02
1.056099975585937500e+03,4.733518138527870178e-02,3.029509098269045353e-04,-5.405696108937263489e-03
1.056199951171875000e+03,5.686884373426437378e-02,3.263155522290617228e-04,9.575974196195602417e-03
1.056300048828125000e+03,5.007787421345710754e-02,3.544236533343791962e-04,-6.795177236199378967e-03
1.056400024414062500e+03,5.776986479759216309e-02,3.791081544477492571e-04,7.727061863988637924e-03
1.056500000000000000e+03,3.566025197505950928e-02,4.076139885000884533e-04,-2.211399376392364502e-02
1.056599975585937500e+03,3.026332333683967590e-02,4.250365018378943205e-04,-5.306855309754610062e-03
1.056699951171875000e+03,2.853728458285331726e-02,4.397431330289691687e-04,-1.625612960197031498e-03
1.056800048828125000e+03,4.496499896049499512e-02,4.535720217972993851e-04,1.653118804097175598e-02
1.056900024414062500e+03,3.380731493234634399e-02,4.756009439006447792e-04,-1.109070423990488052e-02
1.057000000000000000e+03,4.007246345281600952e-02,4.920290084555745125e-04,6.365601439028978348e-03
1.057099975585937500e+03,5.001200735569000244e-02,5.115732201375067234e-04,1.002693548798561096e-02
1.057199951171875000e+03,4.311625659465789795e-02,5.360676441341638565e-04,-6.844651885330677032e-03
1.057300048828125000e+03,3.949068859219551086e-02,5.570896901190280914e-04,-3.543559229001402855e-03
1.057400024414062500e+03,4.073872417211532593e-02,5.762779619544744492e-04,1.343608484603464603e-03
1.057500000000000000e+03,2.659030444920063019e-02,5.960710695944726467e-04,-1.405460014939308167e-02
1.057599975585937500e+03,2.215261757373809814e-02,6.087701767683029175e-04,-4.317488055676221848e-03
1.057699951171875000e+03,3.413768112659454346e-02,6.192377186380326748e-04,1.210626214742660522e-02
1.057800048828125000e+03,3.898179531097412109e-02,6.356873200275003910e-04,4.958339035511016846e-03
1.057900024414062500e+03,3.738987818360328674e-02,6.545425276271998882e-04,-1.487073255702853203e-03
1.058000000000000000e+03,3.835173696279525757e-02,6.725829443894326687e-04,1.072698622010648251e-03
1.058099975585937500e+03,4.375247284770011902e-02,6.910862284712493420e-04,5.510952323675155640e-03
1.058199951171875000e+03,5.098495259881019592e-02,7.122713723219931126e-04,7.327726110816001892e-03
1.058300048828125000e+03,4.563988372683525085e-02,7.370515959337353706e-04,-5.278608296066522598e-03
1.058400024414062500e+03,6.010682880878448486e-02,7.591344765387475491e-04,1.455964148044586182e-02
1.058500000000000000e+03,7.257598638534545898e-02,7.884287624619901180e-04,1.248797588050365448e-02
1.058599975585937500e+03,7.907412946224212646e-02,8.239283342845737934e-04,6.425030063837766647e-03
1.058699951171875000e+03,7.120643556118011475e-02,8.626414928585290909e-04,-7.997019216418266296e-03
1.058800048828125000e+03,6.158172711730003357e-02,8.973820949904620647e-04,-9.678693488240242004e-03
1.058900024414062500e+03,5.846048519015312195e-02,9.272755705751478672e-04,-3.098435699939727783e-03
1.059000000000000000e+03,5.899079516530036926e-02,9.555785218253731728e-04,5.764683592133224010e-04
1.059099975585937500e+03,4.216776043176651001e-02,9.841183200478553772e-04,-1.677738688886165619e-02
1.059199951171875000e+03,4.673078656196594238e-02,1.004218123853206635e-03,4.693071357905864716e-03
1.059300048828125000e+03,5.882973968982696533e-02,1.026579295285046101e-03,1.221393980085849762e-02
1.059400024414062500e+03,6.424488127231597900e-02,1.054967637173831463e-03,5.468913819640874863e-03
1.059500000000000000e+03,5.781142041087150574e-02,1.086035161279141903e-03,-6.413599941879510880e-03
1.059599975585937500e+03,5.020899325609207153e-02,1.113854814320802689e-03,-7.536372169852256775e-03
1.059699951171875000e+03,5.294325202703475952e-02,1.137845451012253761e-03,2.844649134203791618e-03
1.059800048828125000e+03,5.138985812664031982e-02,1.163179287686944008e-03,-1.454366720281541348e-03
1.059900024414062500e+03,5.548337474465370178e-02,1.187711022794246674e-03,4.203057847917079926e-03
1.060000000000000000e+03,6.110176816582679749e-02,1.214265008457005024e-03,5.708429962396621704e-03
1.060099975585937500e+03,7.140261679887771606e-02,1.243601669557392597e-03,1.035858318209648132e-02
1.060199951171875000e+03,6.067989766597747803e-02,1.278059324249625206e-03,-1.074026618152856827e-02
1.060300048828125000e+03,6.271542608737945557e-02,1.307121245190501213e-03,2.102461876347661018e-03
1.060400024414062500e+03,5.921123176813125610e-02,1.337171881459653378e-03,-3.448226721957325935e-03
1.060500000000000000e+03,5.819309130311012268e-02,1.365440315566956997e-03,-9.357341914437711239e-04
1.060599975585937500e+03,6.630195677280426025e-02,1.393171376548707485e-03,8.200502023100852966e-03
1.060699951171875000e+03,7.549544423818588257e-02,1.424929127097129822e-03,9.231882169842720032e-03
1.060800048828125000e+03,8.879770338535308838e-02,1.461251871660351753e-03,1.326680090278387070e-02
1.060900024414062500e+03,9.300300478935241699e-02,1.504189451225101948e-03,4.037503618746995926e-03
1.061000000000000000e+03,9.217161685228347778e-02,1.549186767078936100e-03,-1.043710974045097828e-03
1.061099975585937500e+03,8.997055888175964355e-02,1.593723427504301071e-03,-2.399015706032514572e-03
1.061199951171875000e+03,7.368111610412597656e-02,1.637115026824176311e-03,-1.645733043551445007e-02
1.061300048828125000e+03,8.638887852430343628e-02,1.672318438068032265e-03,1.270984299480915070e-02
1.061400024414062500e+03,8.345505595207214355e-02,1.713840523734688759e-03,-3.053796477615833282e-03
1.061500000000000000e+03,8.833893388509750366e-02,1.753854216076433659e-03,4.799360875040292740e-03
1.061599975585937500e+03,9.491384029388427734e-02,1.796269789338111877e-03,6.441526580601930618e-03
1.061699951171875000e+03,8.330594748258590698e-02,1.841930439695715904e-03,-1.181410066783428192e-02
1.061800048828125000e+03,7.461646944284439087e-02,1.881741452962160110e-03,-8.759632706642150879e-03
1.061900024414062500e+03,8.927458524703979492e-02,1.917167915962636471e-03,1.467631943523883820e-02
1.062000000000000000e+03,9.215750545263290405e-02,1.959888031706213951e-03,2.755313180387020111e-03
1.062099975585937500e+03,8.680630475282669067e-02,2.004006877541542053e-03,-5.507919006049633026e-03
1.062199951171875000e+03,8.569903671741485596e-02,2.045406028628349304e-03,-1.198632991872727871e-03
1.062300048828125000e+03,9.607916325330734253e-02,2.086210064589977264e-03,1.030494831502437592e-02
1.062400024414062500e+03,1.051344126462936401e-01,2.132163383066654205e-03,8.863685652613639832e-03
1.062500000000000000e+03,9.153143316507339478e-02,2.182598458603024483e-03,-1.390847284346818924e-02
1.062599975585937500e+03,1.071626991033554077e-01,2.226181561127305031e-03,1.550417765974998474e-02
1.062699951171875000e+03,1.166526898741722107e-01,2.277536783367395401e-03,9.165684692561626434e-03
1.062800048828125000e+03,1.156652495265007019e-01,2.333585638552904129e-03,-1.446507172659039497e-03
1.062900024414062500e+03,1.047978848218917847e-01,2.389084780588746071e-03,-1.130567211657762527e-02
1.063000000000000000e+03,1.150722652673721313e-01,2.439094707369804382e-03,9.999203495681285858e-03
1.063099975585937500e+03,1.200107783079147339e-01,2.494191750884056091e-03,4.519788082689046860e-03
1.063199951171875000e+03,1.066708415746688843e-01,2.551703015342354774e-03,-1.382988970726728439e-02
1.063300048828125000e+03,1.047540158033370972e-01,2.602486638352274895e-03,-2.201685914769768715e-03
1.063400024414062500e+03,1.346647292375564575e-01,2.652261173352599144e-03,2.965748123824596405e-02
1.063500000000000000e+03,1.355426460504531860e-01,2.716941293329000473e-03,1.565494167152792215e-04
1.063599975585937500e+03,1.292343139648437500e-01,2.781995572149753571e-03,-7.038950920104980469e-03
1.063699951171875000e+03,1.202803179621696472e-01,2.843830734491348267e-03,-9.567438624799251556e-03
1.063800048828125000e+03,1.375512033700942993e-01,2.901127096265554428e-03,1.681160740554332733e-02
1.063900024414062500e+03,1.463422775268554688e-01,2.967001637443900108e-03,8.042552508413791656e-03
1.064000000000000000e+03,1.606012880802154541e-01,3.037205664440989494e-03,1.335213985294103622e-02
1.064099975585937500e+03,1.641430556774139404e-01,3.114469116553664207e-03,2.354492433369159698e-03
1.064199951171875000e+03,1.772943288087844849e-01,3.193426178768277168e-03,1.189667079597711563e-02
1.064300048828125000e+03,1.707838475704193115e-01,3.278879914432764053e-03,-8.047874085605144501e-03
1.064400024414062500e+03,1.737089306116104126e-01,3.360992996022105217e-03,1.542473444715142250e-03
1.064500000000000000e+03,1.778717041015625000e-01,3.444486530497670174e-03,2.723228652030229568e-03
1.064599975585937500e+03,1.925122141838073730e-01,3.529977984726428986e-03,1.311504282057285309e-02
1.064699951171875000e+03,1.973993927240371704e-01,3.622704185545444489e-03,3.024810692295432091e-03
1.064800048828125000e+03,1.934382915496826172e-01,3.717781277373433113e-03,-5.934125278145074844e-03
1.064900024414062500e+03,1.959123015403747559e-01,3.810782684013247490e-03,6.078578298911452293e-04
1.065000000000000000e+03,1.819259375333786011e-01,3.904927987605333328e-03,-1.590385288000106812e-02
1.065099975585937500e+03,1.614802479743957520e-01,3.991986159235239029e-03,-2.201864309608936310e-02
1.065199951171875000e+03,1.704773306846618652e-01,4.068734124302864075e-03,7.886797189712524414e-03
1.065300048828125000e+03,1.682190597057342529e-01,4.149904008954763412e-03,-3.555132774636149406e-03
1.065400024414062500e+03,1.669781804084777832e-01,4.229863639920949936e-03,-2.480022143572568893e-03
1.065500000000000000e+03,1.760653704404830933e-01,4.309122916311025620e-03,7.883052341639995575e-03
1.065599975585937500e+03,1.907164454460144043e-01,4.392846487462520599e-03,1.325320452451705933e-02
1.065699951171875000e+03,1.975196301937103271e-01,4.483812022954225540e-03,5.070597864687442780e-03
1.065800048828125000e+03,2.177008241415023804e-01,4.578087944537401199e-03,1.829130575060844421e-02
1.065900024414062500e+03,2.248680144548416138e-01,4.682360216975212097e-03,4.768928047269582748e-03
1.066000000000000000e+03,2.303148210048675537e-01,4.790111910551786423e-03,2.867048606276512146e-03
1.066099975585937500e+03,2.353127747774124146e-01,4.900479223579168320e-03,2.280528657138347626e-03
1.066199951171875000e+03,2.259619683027267456e-01,5.013234913349151611e-03,-1.219528168439865112e-02
1.066300048828125000e+03,2.376076728105545044e-01,5.121202673763036728e-03,9.069398976862430573e-03
1.066400024414062500e+03,2.172943502664566040e-01,5.234885495156049728e-03,-2.319972775876522064e-02
1.066500000000000000e+03,2.140544801950454712e-01,5.338297691196203232e-03,-5.561682861298322678e-03
1.066599975585937500e+03,2.164981663227081299e-01,5.439986474812030792e-03,2.175364061258733273e-04
1.066699951171875000e+03,2.112860828638076782e-01,5.542795639485120773e-03,-7.492343429476022720e-03
1.066800048828125000e+03,2.091338038444519043e-01,5.642896052449941635e-03,-4.285733215510845184e-03
1.066900024414062500e+03,2.286513894796371460e-01,5.741820205003023148e-03,1.744984835386276245e-02
1.067000000000000000e+03,2.417017668485641479e-01,5.850404035300016403e-03,1.047368999570608139e-02
1.067099975585937500e+03,2.381239384412765503e-01,5.965404678136110306e-03,-6.506332661956548691e-03
1.067199951171875000e+03,2.364856600761413574e-01,6.078501231968402863e-03,-4.454698879271745682e-03
1.067300048828125000e+03,2.271302789449691772e-01,6.190665531903505325e-03,-1.211472321301698685e-02
1.067400024414062500e+03,2.363087534904479980e-01,6.298040039837360382e-03,6.688158493489027023e-03
1.067500000000000000e+03,2.366719394922256470e-01,6.409896537661552429e-03,-2.369264839217066765e-03
1.067599975585937500e+03,2.207477986812591553e-01,6.521822419017553329e-03,-1.865553855895996094e-02
1.067699951171875000e+03,2.239889055490493774e-01,6.625674664974212646e-03,9.561171173118054867e-04
1.067800048828125000e+03,2.305150926113128662e-01,6.731043569743633270e-03,4.164519254118204117e-03
1.067900024414062500e+03,2.421810775995254517e-01,6.839570123702287674e-03,9.137157350778579712e-03
1.068000000000000000e+03,2.443283051252365112e-01,6.953821051865816116e-03,-6.959046586416661739e-04
1.068099975585937500e+03,2.436853796243667603e-01,7.069031242281198502e-03,-3.535469062626361847e-03
1.068199951171875000e+03,2.653915286064147949e-01,7.183805108070373535e-03,1.884336210787296295e-02
1.068300048828125000e+03,2.689348757266998291e-01,7.309317123144865036e-03,6.248176214285194874e-05
1.068400024414062500e+03,2.793347537517547607e-01,7.436475250869989395e-03,6.826363038271665573e-03
1.068500000000000000e+03,2.780892550945281982e-01,7.568706292659044266e-03,-5.118522327393293381e-03
1.068599975585937500e+03,2.884564697742462158e-01,7.700182031840085983e-03,6.545057520270347595e-03
1.068699951171875000e+03,2.787714600563049316e-01,7.836709730327129364e-03,-1.380930934101343155e-02
1.068800048828125000e+03,2.782038748264312744e-01,7.968259043991565704e-03,-4.383557476103305817e-03
1.068900024414062500e+03,2.705268263816833496e-01,8.099392987787723541e-03,-1.146269589662551880e-02
1.069000000000000000e+03,2.683295309543609619e-01,8.226556703448295593e-03,-5.739280954003334045e-03
1.069099975585937500e+03,2.836562991142272949e-01,8.352494798600673676e-03,1.186300069093704224e-02
1.069199951171875000e+03,2.817597985267639160e-01,8.485970087349414825e-03,-5.809033289551734924e-03
1.069300048828125000e+03,2.924153208732604980e-01,8.618364110589027405e-03,6.813975982367992401e-03
1.069400024414062500e+03,3.109633028507232666e-01,8.755953051149845123e-03,1.439404115080833435e-02
1.069500000000000000e+03,3.154176175594329834e-01,8.902679197490215302e-03,-2.616213751025497913e-04
1.069599975585937500e+03,3.296861946582794189e-01,9.051484987139701843e-03,9.427702985703945160e-03
1.069699951171875000e+03,3.400002419948577881e-01,9.207276627421379089e-03,5.038323812186717987e-03
1.069800048828125000e+03,3.466917276382446289e-01,9.368069469928741455e-03,1.104617724195122719e-03
1.069900024414062500e+03,3.595930039882659912e-01,9.532047435641288757e-03,7.118118461221456528e-03
1.070000000000000000e+03,3.832244873046875000e-01,9.702311828732490540e-03,1.745518483221530914e-02
1.070099975585937500e+03,3.840847909450531006e-01,9.884221479296684265e-03,-6.045663729310035706e-03
1.070199951171875000e+03,3.818998336791992188e-01,1.006637979298830032e-02,-9.099778719246387482e-03
1.070300048828125000e+03,3.790709972381591797e-01,1.024726312607526779e-02,-9.656785055994987488e-03
1.070400024414062500e+03,3.952257931232452393e-01,1.042655110359191895e-02,9.433971717953681946e-03
1.070500000000000000e+03,4.131489396095275879e-01,1.061373762786388397e-02,1.071412209421396255e-02
1.070599975585937500e+03,4.157975912094116211e-01,1.080969814211130142e-02,-5.094779655337333679e-03
1.070699951171875000e+03,4.033381938934326172e-01,1.100678741931915283e-02,-2.026400342583656311e-02
1.070800048828125000e+03,4.043395221233367920e-01,1.119744963943958282e-02,-6.401304621249437332e-03
1.070900024414062500e+03,4.169514179229736328e-01,1.138842198997735977e-02,5.197401158511638641e-03
1.071000000000000000e+03,4.241002798080444336e-01,1.158550940454006195e-02,-6.329912575893104076e-04
1.071099975585937500e+03,4.337896406650543213e-01,1.178597379475831985e-02,1.710928976535797119e-03
1.071199951171875000e+03,4.370726644992828369e-01,1.199108269065618515e-02,-4.964881110936403275e-03
1.071300048828125000e+03,4.550175964832305908e-01,1.219762768596410751e-02,9.620494209229946136e-03
1.071400024414062500e+03,4.670971333980560303e-01,1.241293922066688538e-02,3.255803370848298073e-03
1.071500000000000000e+03,4.818018078804016113e-01,1.263407524675130844e-02,5.563681013882160187e-03
1.071599975585937500e+03,4.928281605243682861e-01,1.286234240978956223e-02,1.509029534645378590e-03
1.071699951171875000e+03,5.075849294662475586e-01,1.309589389711618423e-02,4.974593408405780792e-03
1.071800048828125000e+03,5.220627188682556152e-01,1.333659049123525620e-02,4.350393079221248627e-03
1.071900024414062500e+03,5.237031579017639160e-01,1.358428504317998886e-02,-8.804488927125930786e-03
1.072000000000000000e+03,5.376998782157897949e-01,1.383255235850811005e-02,3.539187368005514145e-03
1.072099975585937500e+03,5.559487342834472656e-01,1.408756989985704422e-02,7.508905604481697083e-03
1.072199951171875000e+03,5.779889822006225586e-01,1.435145642608404160e-02,1.095863431692123413e-02
1.072300048828125000e+03,5.933799743652343750e-01,1.462609972804784775e-02,3.947538789361715317e-03
1.072400024414062500e+03,5.958708524703979492e-01,1.490816380828619003e-02,-9.157170541584491730e-03
1.072500000000000000e+03,5.998282432556152344e-01,1.519119087606668472e-02,-7.696832064539194107e-03
1.072599975585937500e+03,6.073787212371826172e-01,1.547591388225555420e-02,-4.128177184611558914e-03
1.072699951171875000e+03,6.209203600883483887e-01,1.576412655413150787e-02,1.797412405721843243e-03
1.072800048828125000e+03,6.316225528717041016e-01,1.605882309377193451e-02,-1.159633509814739227e-03
1.072900024414062500e+03,6.328889727592468262e-01,1.635857485234737396e-02,-1.066065859049558640e-02
1.073000000000000000e+03,6.340785026550292969e-01,1.665866002440452576e-02,-1.071746554225683212e-02
1.073099975585937500e+03,6.260562539100646973e-01,1.695904135704040527e-02,-1.990832574665546417e-02
1.073199951171875000e+03,6.082524657249450684e-01,1.725511066615581512e-02,-2.959393709897994995e-02
1.073300048828125000e+03,6.185788512229919434e-01,1.754198223352432251e-02,-1.250192173756659031e-03
1.073400024414062500e+03,6.522513031959533691e-01,1.783373020589351654e-02,2.201163768768310547e-02
1.073500000000000000e+03,6.811739206314086914e-01,1.814202219247817993e-02,1.704574748873710632e-02
1.073599975585937500e+03,6.837869882583618164e-01,1.846446655690670013e-02,-9.280318394303321838e-03
1.073699951171875000e+03,6.970665454864501953e-01,1.878789626061916351e-02,1.422107568942010403e-03
1.073800048828125000e+03,6.949573159217834473e-01,1.911764219403266907e-02,-1.389422081410884857e-02
1.073900024414062500e+03,6.942703723907470703e-01,1.944600231945514679e-02,-1.244776416569948196e-02
1.074000000000000000e+03,6.946407556533813477e-01,1.977369189262390137e-02,-1.136022247374057770e-02
1.074099975585937500e+03,7.041979432106018066e-01,2.010123804211616516e-02,-2.139268442988395691e-03
1.074199951171875000e+03,7.140840291976928711e-01,2.043323591351509094e-02,-1.730963820591568947e-03
1.074300048828125000e+03,7.279965281486511230e-01,2.076984383165836334e-02,2.397341420873999596e-03
1.074400024414062500e+03,7.456368803977966309e-01,2.111307159066200256e-02,6.291822995990514755e-03
1.074500000000000000e+03,7.535232901573181152e-01,2.146477624773979187e-02,-3.195933066308498383e-03
1.074599975585937500e+03,7.647864818572998047e-01,2.182007394731044769e-02,3.434420505072921515e-04
1.074699951171875000e+03,7.650858163833618164e-01,2.218064665794372559e-02,-1.037681661546230316e-02
1.074800048828125000e+03,7.629649639129638672e-01,2.254100888967514038e-02,-1.275501865893602371e-02
1.074900024414062500e+03,7.593842744827270508e-01,2.289994992315769196e-02,-1.422050036489963531e-02
1.075000000000000000e+03,7.762154340744018555e-01,2.325674146413803101e-02,6.159305572509765625e-03
1.075099975585937500e+03,7.832987904548645020e-01,2.362159267067909241e-02,-3.205675398930907249e-03
1.075199951171875000e+03,7.756327986717224121e-01,2.398961968719959259e-02,-1.775100454688072205e-02
1.075300048828125000e+03,7.852632403373718262e-01,2.435344643890857697e-02,-5.985143361613154411e-04
1.075400024414062500e+03,7.833788990974426270e-01,2.472172491252422333e-02,-1.184735912829637527e-02
1.075500000000000000e+03,8.091036677360534668e-01,2.508869208395481110e-02,1.575173623859882355e-02
1.075599975585937500e+03,8.128283619880676270e-01,2.546815574169158936e-02,-5.491185002028942108e-03
1.075699951171875000e+03,8.283524513244628906e-01,2.584910206496715546e-02,6.465333513915538788e-03
1.075800048828125000e+03,8.471653461456298828e-01,2.623743005096912384e-02,1.033081021159887314e-02
1.075900024414062500e+03,8.458037376403808594e-01,2.663477510213851929e-02,-9.059246629476547241e-03
1.076000000000000000e+03,8.542405366897583008e-01,2.703104168176651001e-02,7.214462966658174992e-04
1.076099975585937500e+03,8.668019771575927734e-01,2.743113040924072266e-02,5.250657442957162857e-03
1.076199951171875000e+03,8.745855093002319336e-01,2.783709950745105743e-02,1.096167252399027348e-03
1.076300048828125000e+03,8.842720389366149902e-01,2.824655547738075256e-02,3.425702685490250587e-03
1.076400024414062500e+03,8.773709535598754883e-01,2.866044454276561737e-02,-1.261397171765565872e-02
1.076500000000000000e+03,8.886627554893493652e-01,2.907047048211097717e-02,5.256048869341611862e-03
1.076599975585937500e+03,8.894413709640502930e-01,2.948573231697082520e-02,-4.612158518284559250e-03
1.076699951171875000e+03,8.980626463890075684e-01,2.990096807479858398e-02,3.315185429528355598e-03
1.076800048828125000e+03,9.115639925003051758e-01,3.032009862363338470e-02,8.727780543267726898e-03
1.076900024414062500e+03,9.218223690986633301e-01,3.074556030333042145e-02,6.344874389469623566e-03
1.077000000000000000e+03,9.283389449119567871e-01,3.117572516202926636e-02,3.308245679363608360e-03
1.077099975585937500e+03,9.371563792228698730e-01,3.160871937870979309e-02,6.091763731092214584e-03
1.077199951171875000e+03,9.457511901855468750e-01,3.204568848013877869e-02,6.530840881168842316e-03
1.077300048828125000e+03,9.613299369812011719e-01,3.248651698231697083e-02,1.418756972998380661e-02
1.077400024414062500e+03,9.611461162567138672e-01,3.293469548225402832e-02,-3.230333095416426659e-04
1.077500000000000000e+03,9.628106951713562012e-01,3.338233381509780884e-02,1.555432565510272980e-03
